!؟.,"تهدف	1
!؟.,يتناول	2
""	517
t	1
t-test،	1
tamam	1
também	1
tekstuelle،	1
territories.	1
test)	2
texte)	5
the	6
thiện	1
thời	1
tiên	1
to	1
towards	1
translated	1
trips	3
trung	1
trí	1
trúc	2
trọng	1
trụك	1
trựcياً	2
type	1
tâmي	1
t،	2
tốاً	1
understanding	1
une	6
unit""	1
v.23)	4
v.23،	1
ver.	5
version	1
von	1
vănية	1
vănية،	1
vị	1
within	1
writings	2
yasna	1
yếu	1
yếuا	4
zig-zag.	2
zig-zag،	3
{	4
{إنّا	6
{اقرأ	1
{برنامج	3
{جاك,	3
|	15
}.	1
}.حيث	3
}،	3
«	12
«CANDIA.	3
«TCHIN	6
«أصابع	2
«أنّ	3
«إغناطيوس	3
«إن	3
«الآفاق	2
«الإتفاقية	4
«الحاوي	1
«الحاوي»،	1
«الشّكل	3
«تاريخ	4
«جمعية	3
«جيمس	3
«دليل	7
«علما»	2
«فنّا»	2
«كل	4
«كما	1
«لعبة	3
«مونتمارتر»	3
«هي	3
«والخير	8
«والشر	5
«يوجد	3
»	12
».	3
»أهم	3
»الحرب	3
»الديـن	3
»اليسـار	9
»اليسـاراإلسـامي	3
»حسـن	3
»روائـح	3
»عـودة	3
»عيـد«	3
»كتـب	3
ánh新的	1
đi	1
đòi	9
đòiى	2
đòiي	1
đóng	1
đại	2
đặc	2
để	1
ưu	1
̎رقصة	3
α	10
α)	15
α).	1
α.,استكشفت	1
α،	1
α≤	1
актуالية	1
аспектات	1
аспكتات	1
будущة	1
знач.	1
значيًا	1
леж	1
первية	2
предоставي	1
представляет	2
прозрачة	1
прозрачية	6
прозрачين	1
сотрудية	1
экономية	2
ברית)،	3
،	4910
،,"""حراسة	1
،,"نصوص	1
،,تناول	1
،,يناقش	1
،12	3
،G30	1
،G30",يسعى	1
،L29.",يسعى	1
،P2.",يحلل	1
،P28.",دور	1
،أدت	3
،أردت	3
،أسباب	3
،أسبابها	2
،أسعار	3
،أسهمت	3
،أما	8
،أن	9
،أنثربولوجية	3
،أنماط	3
،أو	9
،إدارة	3
،إذ	11
،إذا	3
،إضافة	9
،إلا	6
،إنه	3
،اجتماعية	3
،اذ	3
،اعتمادا	2
،اكتست	4
،الآلاف	2
،الأدبية	3
،الأمر	3
،الإدانة،افتكاك	3
،الاتزان	3
،الاجتماعية	3
،الاندماج،	3
،الانفتاح،الواقع،النص	2
،البحث	3
،البيئة	3
،التراكيب	3
،التطبيقي،	3
،التعاون	3
،التقمص	2
،التى	3
،التي	10
،الثاني	3
،الجسدي	1
،الحماية	2
،الخدمات)	3
،الخدمة	3
،الدفاع،	3
،الذي	6
،الذين	3
،الرضا	3
،الرموز	3
،السرديات،السردية)،و	3
،السلوك	3
،الصحراء	3
،الصناعة	3
،الطول	3
،الفعالية.,تهدف	1
،الفعالية.,في	1
،القدرات	3
،المؤسسة	3
،المتضمن	6
،المجال	3
،المستدعية	3
،المعايير	3
،الملكية	2
،المنظمة	2
،النشاط	3
،النظام	3
،النظري	3
،الهجرة	2
،الوزن)	3
،اما	2
،انطلاقا	3
،باعتبارها	5
،بالمجتمعات	2
،بحكم	3
،بحيث	3
،بداية	3
،بذلتها	3
،بل	8
،بهدف	3
،بواسطة	2
،تتجلى	3
،تحت	3
،تحقيقا	3
،تشكيله	3
،تعليما	3
،تغير	3
،تفرض	3
،تكونت	3
،تمت	3
،توجد	2
،ثقفنا	3
،ثم	23
،جزئية	3
،حتم	3
،حمل	3
،حول	3
،حيث	63
،خاصة	5
،دراسة	3
،درجات	2
،ذلك	6
،ربحا	3
،رغم	3
،رمز،	3
،سعيا	3
،سنحاول	2
،سواء	2
،سيد	3
،شكل	3
،صورة	3
،طمس	2
،عاشها	3
،علم	3
،على	2
،عن	3
،عند	3
،غير	3
،فإن	3
،فإنها	3
،فإنّ	6
،فإنّها	3
،فالتقنيات	2
،فالتواصل	3
،فالجماعات	2
،فالمؤمن	3
،فجاء	3
،فضلا	3
،فظل	3
،فقد	7
،فلا	5
،فلقد	3
،فمنها	3
،فمهما	3
،فنلاحظ	3
،فهو	9
،في	3
،فيسمع	3
،فيكون	3
،قائمًا	3
،قد	2
،قمنا	2
،كارتفاع	3
،كان	6
،كفاءة	3
،كل	3
،كما	27
،كون	2
،كونه	3
،كونها	2
،لأن	3
،لأنّ	2
،لا	9
،لتخلص	2
،لذا	3
،لذلك	5
،لكن	3
،لكني	3
،للموسم	3
،لنصل	2
،مبرزة	3
،مثل	5
،محاولا	6
،محاولة	2
،محور	6
،مستويات	3
،مشرع،	2
،مصدرا	3
،معالم	2
،معتمدا	3
،مكن	3
،ملتزما	2
،مما	8
،من	12
،منتقين	3
،منح	3
،مهارات	3
،موقف	4
،نجدها	2
،نظرا	2
،نفسية	3
،نقل	2
،هذا	5
،هذه	3
،هو	6
،هي	5
،و	71
،و12	3
،وآثاره.	3
،وآخر	2
،وأحداث	3
،وأدب	3
،وأظهرت	3
،وأن	5
،وأهم	3
،وإنما	3
،واستخدمنا	3
،واستراتيجياتِ	2
،واستطاعوا	3
،واسفرت	3
،واعتمدنا	2
،والألفاظ	3
،والإبداع	3
،والإشكال	3
،والإلياذة	3
،والاحتكاك	3
،والاقتصادية،	3
،والانفتاح	3
،والتحفيزات	3
،والتى	3
،والتي	13
،والذي	4
،والعمل	3
،والفرق	3
،والماركسية،	3
،والمتكونة	2
،والمتلقي(المتعلم)،	3
،والمتوسطات	3
،والمسرح،مستعملا	3
،والمفارقة	2
،والمناخ	3
،والمواطنية	3
،والنص	3
،والنقد	6
،وان	3
،وانتفاضة	3
،وانتهج	2
،وباختصار	3
،وبالتالي	3
،وبشكل	3
،وبعد	3
،وبعدها	3
،وبهذا	2
،وتأويل	3
،وتتلّمس	3
،وتجسيدٌ	2
،وتجليات	3
،وتحافظ	3
،وتختلف	3
،وتخضع	2
،وتركيباته	6
،وتسليع	3
،وتضمن	3
،وتعاقب	3
،وتعرض	2
،وتكمن	2
،وتم	3
،وتهدف	3
،وتوصل	3
،وثمَّ	2
،وجهاز	3
،وحبا	3
،وحتى	4
،وحققت	3
،وخاصة	2
،وذلك	26
،ورفع	3
،وشارك	3
،وشبكات	2
،وشعر	2
،وصولا	3
،وعلى	3
،وعليه	5
،وعميد	3
،وفق	3
،وفي	12
،وقد	24
،وقف	1
،وقول	3
،وكانت	6
،وكتاب	3
،وكذا	6
،وكذلك	3
،ولأجل	3
،ولأّنّ	3
،ولتحقيق	6
،ولعلّ	6
،ولقد	3
،ولكن	6
،وللإنسان	3
،ولهذا	3
،وما	10
،وماهي	2
،ومحدد	3
،ومخاطرها	2
،ومساءلة	3
،ومع	3
،ومما	3
،ومن	15
،ومنطلقات	2
،ومنها	3
،وموت	3
،ونجد	3
،ونخلص	3
،ونظام	2
،ونظرا	6
،وهذا	8
،وهذه	3
،وهما	3
،وهو	10
،وهي	8
،وهيمنة	3
،ووصفه	3
،ووعى	2
،ووعيها	3
،ويترتب	3
،ويحتل	2
،ويعتبر	3
،ويعتمد	3
،ويقابل	2
،ويكشف	3
،يتوجه	3
،يجتر	3
،يخضنع	3
،يعتبر	3
،يقع	3
؛	199
؛.,"تهدف	2
؛.,تهدف	1
؛إذ	4
؛بما	3
؛تدعو	3
؛خاصة	3
؛عدة	3
؛عملية	3
؛فعن	3
؛كالحق	3
؛كتوفير	3
؛محمد	2
؛معركة	9
؛هذا	2
؛و	3
؛والشرح؛	3
؛وعليه	6
؛ينمو	3
؟	1
؟""	3
؟)	3
؟)2،	3
؟-الكلمات	3
؟-هل	3
؟.	10
؟.","بعد	1
؟.","تهدف	3
؟.","يتناول	3
؟.",تهدف	1
؟.",حرية	1
؟.",يتناول	2
؟.",يهدف	1
؟.,"التطوير	1
؟.,"تلعب	3
؟.,"تهدف	7
؟.,"شهد	1
؟.,"في	6
؟.,"ملخص:	1
؟.,"هدفت	1
؟.,"يتناول	17
؟.,"يشهد	1
؟.,"يهدف	3
؟.,تهدف	14
؟.,يتناول	10
؟.,يهدف	4
؟..,"تلعب	1
؟..,"ملخص:	1
؟..,النص	1
؟..,تهدف	3
؟..,في	1
؟..,يتناول	2
؟،	12
؟حيث	3
؟ذلكم	2
؟س	6
؟س2:	3
؟س3:	3
؟عليمالتّ	1
؟كيف	3
؟لقد	2
؟من	3
؟هذا	3
؟و	12
؟وأين	3
؟وتتفرع	3
؟وفيم	3
؟وكيف	5
؟وللإجابة	3
؟وماهي	3
؟وهل	6
؟•وأيُّ	3
؟•وفي	3
؟•وما	6
آباء	7
آبائه	1
آبكون،	1
آبل	1
آبير	1
آت..,"تتناول	1
آت..,تهدف	1
آثار	389
آثار،	7
آثارا	18
آثاراً	15
آثاره	41
آثاره.	2
آثاره،	1
آثارها	116
آثارها"".	1
آثارها.	12
آثارها.,تهدف	1
آثارها،	6
آثارهم	4
آثارهما.	1
آثارياً	1
آثارية	2
آثارًا	9
آثر	1
آثرت	3
آثرنا	6
آثرها	1
آثرين	3
آجال	10
آخذاً	1
آخذة	6
آخذةً	2
آخذين	1
آخر	332
آخر.	36
آخر.","تتناول	1
آخر.","تهدف	1
آخر.",باستخدام	1
آخر.",تهدف	1
آخر.",يسعى	1
آخر.,"تهدف	1
آخر.,"في	1
آخر.,"يتناول	1
آخر.,"يهدف	1
آخر.,تناولت	1
آخر.,تهدف	4
آخر.,هدفت	1
آخر.,يتناول	2
آخر.,يهدف	4
آخر..	3
آخر.بينام	3
آخر?	1
آخر،	94
آخر؛	3
آخرا	3
آخراً	1
آخرها	16
آخرها،	4
آخرهم	1
آخرون	72
آخرون.	1
آخرين	34
آخرين.	7
آخرين،	13
آخرَ	3
آخـر	6
آخيرا	3
آداء	6
آداب	10
آداة	3
آدب	1
آدم	6
آدمي.	3
آدمية	3
آر)	1
آر.	1
آراء	563
آراءاتهم	1
آراءه	12
آراءه،	3
آراءهم،	3
آراءً	1
آراؤه	6
آراؤهم	3
آراؤهما	1
آرائه	60
آرائه.	8
آرائه،	1
آرائها	10
آرائهم	49
آرائهم.	3
آرائهم،	2
آرائهما	3
آرائهن	1
آرائهن،	1
آرثر	3
آركون	4
آركون،	1
آرَاءَ	2
آزاد	1
آزر	3
آسيا	32
آسيا(ASEAN)	2
آسيا.","في	1
آسيا،	3
آسيا؛	3
آغا	5
آفات	8
آفاق	253
آفاقا	56
آفاقاً	202
آفاقه	8
آفاقه.","تدرس	1
آفاقها	8
آفاقها.	1
آفاقها.,content	1
آفاقها،	1
آفاقهم	2
آفاقهم.	1
آفاقًا	105
آفاقَ	2
آفة	22
آقيت	4
آقيت،	2
آكس	1
آل	117
آلا	3
آلاف	21
آلافًا	3
آلام	12
آلاما	3
آلامه	16
آلامهم	3
آلامهم.	1
آلان""	6
آلان،	1
آلة	30
آلت	20
آله	16
آلهة	4
آلي	10
آلي،	1
آليا	6
آليات	1749
آليات.","هذا	1
آليات،	2
آلياته	37
آلياته،	9
آلياته؟	1
آلياتها	42
آلياتها.	1
آلياتها،	3
آلياتهن	4
آلياً	4
آلية	377
آلية،	1
آليةً	1
آليتي	10
آليتين	8
آليتَا	3
آليتَي	2
آلين	1
آليه	2
آليًا	1
آليّة	6
آما	1
آماد	2
آمال	47
آمال""	1
آمال.	3
آماله	15
آمالها	5
آمالهم	2
آمرة	14
آمل	7
آملا	3
آملين	4
آمن	39
آمن.	3
آمن،	3
آمن؛	2
آمنا	3
آمناً	5
آمنة	124
آمنة.	11
آمنة.,تهدف	1
آمنة.,يتناول	1
آمنة،	6
آمنوا	4
آمنًا	2
آمِنة	1
آن	59
آن،	3
آناء	1
آند	15
آنذاك	39
آنذاك.	74
آنذاك.","مخطوط	1
آنذاك.","يتناول	2
آنذاك.",content	1
آنذاك.",polishing	1
آنذاك.",تهدف	1
آنذاك.,content	1
آنذاك.,polishing	3
آنذاك.,title	4
آنذاك.,في	1
آنذاك..,"يتناول	1
آنذاك..,يهدف	1
آنذاك.استنادنا	3
آنذاك.تبرز	4
آنذاك.قيام	4
آنذاك،	42
آنذاك؛	3
آنفا	3
آنيا	3
آنياً	2
آنية	1
آنية.	1
آنية،	4
آنٍ	5
آهل	3
آو	15
آونة	3
آي	12
آيات	64
آياته	21
آياته.	2
آياته.,تبحث	1
آياته.,تتكوّن	1
آياته،	3
آية	25
آية،	3
آيةٍ	3
آيت	12
آينشتاين،	1
آيه	3
آيَاتِهِ	4
آيِ	3
آيّ	3
أ	28
أ-إرهاصات	3
أ.	10
أ.د.	5
أ.مشري	1
أ/	1
أ:	1
أآثر	1
أأن	1
أأولى	3
أئمة	57
أئمته،	1
أئمتهم.	1
أئمّة	3
أئمّتها	3
أب	9
أب)	2
أبا	15
أباؤهم	3
أباحته	4
أباحتها	1
أباطرة	9
أبان	6
أبانت	19
أبانها	2
أباً	1
أبجديات	6
أبجدياً	1
أبجدياً،	2
أبجدية	16
أبجديتهم	9
أبجديًا.	2
أبجـديات	6
أبحاث	36
أبحاث-	1
أبحاث.	1
أبحاثا	4
أبحاثاً	2
أبحاثه	25
أبحاثه.	4
أبحاثه،	5
أبحاثها	2
أبحاثها.	1
أبحاثها،	1
أبحاثهم	11
أبحاثهم.	1
أبحاثهم.,الذاكرة	1
أبحاثهم.,يتناول	1
أبحاثهم،	1
أبحاثهما	1
أبحاثُه	1
أبدأ	1
أبدا	12
أبداه	4
أبداها	2
أبداً	2
أبداً،	1
أبدت	11
أبدته	1
أبدع	18
أبدعت	2
أبدعته	3
أبدعته.	1
أبدعته،	6
أبدعتها	4
أبدعه	5
أبدعها	3
أبدعوا	4
أبدلت	1
أبدوا	6
أبدوها	3
أبدوها،	1
أبدى	15
أبدي،	5
أبدياً،	1
أبدية،	3
أبديًا،	2
أبرز	1116
أبرزت	63
أبرزتها	2
أبرزتُ	3
أبرزنا	7
أبرزه	2
أبرزها	205
أبرزها.	2
أبرزها:	12
أبرزها:•ما	3
أبرزها،	4
أبرزها؛	3
أبرزهم	5
أبرزوها	1
أبرزِ	2
أبرمت	4
أبرمها	3
أبريل	21
أبريل-مايو	2
أبستمولوجيا.	1
أبستمولوجيا.ولعله	3
أبسط	17
أبشع	6
أبطأ	1
أبطال	8
أبطاله	1
أبطالها.	1
أبطل	3
أبطلنا	3
أبعاد	652
أبعاد"".	1
أبعاد(	3
أبعاد)	1
أبعاد.	1
أبعاد:	14
أبعاد،	4
أبعادا	23
أبعاداً	42
أبعاده	99
أبعاده.	3
أبعاده.,title	1
أبعاده:	1
أبعاده،	7
أبعاده؛	1
أبعادها	91
أبعادها(المعرفية،	2
أبعادها.	3
أبعادها.",polishing	2
أبعادها.و	3
أبعادها:	1
أبعادها،	5
أبعادها،وتمثّل	2
أبعادهما	1
أبعادهما.	1
أبعادًا	29
أبعد	32
أبعد.	1
أبغ	2
أبقى	1
أبلغ	6
أبلغوا	2
أبمبوال	1
أبن	3
أبناء	79
أبناء.	1
أبناء،	2
أبناءها	1
أبناؤه	1
أبناؤها	2
أبنائه	8
أبنائه.,تهدف	1
أبنائها	12
أبنائها.,هذا	1
أبنائها،	3
أبنائهم	21
أبنائهم.	2
أبنائهم،	9
أبنت	3
أبنية	25
أبنيته	1
أبنيتها	6
أبهرت	4
أبو	489
أبواب	55
أبواباً	4
أبوابه	9
أبوابها	5
أبوابًا	6
أبوب	3
أبوة	1
أبوت	1
أبوتمّام؛	3
أبوراس	3
أبوعبد	4
أبولو	1
أبولو،	3
أبوموسى	4
أبوموسى.	1
أبوي	4
أبوي.","""نساء	1
أبوي،	1
أبوية	3
أبويهم،	5
أبي	643
أبي،	1
أبيات	15
أبيات،	5
أبياتها	4
أبياتها.	6
أبياتها،	3
أبين	3
أبينا،	2
أبيه	1
أبيه.	1
أبيه،	2
أبيّـة	3
أبَهْلَول	3
أبहलول	1
أتاح	76
أتاحت	17
أتاحته	6
أتاحتها	2
أتاحها	1
أتاها	3
أتباع	24
أتباعا	4
أتباعه	5
أتباعه.	2
أتباعه،	2
أتباعها	1
أتت	25
أتجه	2
أتحدث	3
أتحفنا	2
أتخذ	3
أتراحها	3
أتراك	4
أتركها	1
أتساءل	3
أتـت	3
أتقنها.	1
أتقنها،	3
أتقنوا	2
أتقياء،	2
أتم	13
أتماط	3
أتمتة	58
أتمكن	3
أتمنى	10
أتناء	6
أتناول	7
أتناوله	2
أتوا	3
أتون	3
أتى	40
أتى،	1
أتي	1
أتيحت	2
أثار	140
أثارا	3
أثارة	1
أثارت	120
أثارته	1
أثارته،	1
أثارتها	2
أثاره	19
أثاره.	1
أثارها	28
أثاروا	1
أثبات	3
أثبت	55
أثبتت	125
أثبتته	3
أثبتنا	5
أثبته	13
أثبتها	1
أثبتوا	1
أثر	1253
أثر،	4
أثرا	43
أثراً	19
أثرت	583
أثرت،	1
أثرتا	1
أثرتها	1
أثره	71
أثرها	86
أثرها.	1
أثرهم	5
أثرهما	3
أثروا	14
أثروها	1
أثرى	30
أثري	7
أثرياً	2
أثرية	8
أثرية.	2
أثرية.,المنازل	1
أثريًا	4
أثريّة	1
أثرًا	11
أثرٌ	2
أثرَت	1
أثرُ	3
أثرَّت	1
أثریا	3
أثـرى	3
أثقال	1
أثمر	3
أثمرت	10
أثمرت،	1
أثمرها	1
أثنا	3
أثناء	552
أثناءها،	1
أثنـاء	3
أثنوغرافي.	1
أثير	3
أثيرت	14
أثيلة،	4
أثينا	5
أثينا،	2
أثّر	18
أثّرت	24
أثَّاره	3
أجاب	14
أجابت	2
أجابه	2
أجاز	18
أجازت	3
أجازوا	1
أجانب	1
أجانب.	1
أجانب،	1
أجبر	4
أجبرت	7
أجبرن	1
أجبرها	5
أجبروا	1
أججت	3
أجد	1
أجد،	3
أجداد	1
أجدادنا	1
أجداده	2
أجدادهم،	1
أجدر	3
أجر	9
أجر،	1
أجرأ	8
أجراء	3
أجراه	15
أجراها	30
أجراهُ	3
أجربناها	2
أجرت	11
أجرته	1
أجرتها	6
أجروا	1
أجرى	16
أجري	12
أجريت	242
أجريته	1
أجريتها	1
أجرينا	5
أجرًا	1
أجزاء	47
أجزاء.	5
أجزاء:	5
أجزاء،	13
أجزاءالرواية	3
أجزاءه	1
أجزاؤه	1
أجزائه	5
أجزائه.	6
أجزائه.","يسعى	1
أجزائه.",هذا	1
أجزائه،	1
أجزائها	2
أجزائها.	1
أجزائها،	1
أجساد	4
أجسادهم	1
أجسادهم،	3
أجـــل	3
أجل	1310
أجلاء	4
أجله	8
أجله.	4
أجله.,"تهدف	2
أجله.,تهدف	1
أجله..,"تهدف	1
أجله..,تلعب	1
أجله..,يتناول	1
أجله،	7
أجلها	12
أجلها.	10
أجلها.",يستعرض	1
أجلها.,الحظيرة	1
أجلها،	6
أجمع	9
أجمع.	1
أجمعت	1
أجمعوا	4
أجمعين	3
أجمعين.	3
أجمعين،	9
أجمل	5
أجناس	10
أجناسه	4
أجناسها	3
أجناسها.	3
أجناسهم	3
أجنبي	16
أجنبي.	1
أجنبي،	3
أجنبيا	5
أجنبياً	1
أجنبياً.	1
أجنبية	40
أجنبية.	9
أجنبية.","تسعى	1
أجنبية:	1
أجنبية،	12
أجنبيتان،	1
أجنبيتين	1
أجنبيتين.	3
أجنبيتين،	1
أجنبيتين،حيث	3
أجنبيًا	3
أجنحة	1
أجندات	2
أجندة	10
أجهزة	95
أجهزته	3
أجهزته،	1
أجهزتها،	3
أجهض	3
أجواء	16
أجواءه	1
أجوبة	1
أجيال	20
أجيال.	2
أجيال،	3
أجيالا	3
أجيالها.	1
أجيالها،	3
أجيب	3
أجيزتها	1
أجيل	1
أجَل	3
أجھزة	1
أحادي	20
أحادي،	5
أحادياً	2
أحادية	44
أحاديث	17
أحاديثاً،	1
أحاديثه،	1
أحاديثهما	3
أحاديًا،	1
أحار	3
أحاسيس	11
أحاسيسه	4
أحاط	34
أحاطت	18
أحاطتها	4
أحاطها	7
أحال	9
أحالت	5
أحاول	20
أحايين	9
أحباس	3
أحجار	6
أحد	2014
أحد""	9
أحد""،	2
أحد.	1
أحد،	1
أحداث	137
أحداث.	4
أحداث..,تهدف	1
أحداث..,يتناول	1
أحداثا	3
أحداثاً	6
أحداثه	2
أحداثه.	2
أحداثه،	1
أحداثها	15
أحداثها.	5
أحداثها.","تمكنت	1
أحداثها،	5
أحداثيات	3
أحداثًا	1
أحداهما	1
أحدتلك	3
أحدث	71
أحدثت	40
أحدثته	22
أحدثتها	34
أحدثتها.	1
أحدثتها،	1
أحدثه	25
أحدثها	18
أحدثها.	1
أحدها	3
أحدهم	6
أحدهم،	1
أحدهما	66
أحدهما:	3
أحدى	3
أحدٌ	4
أحرار	5
أحرارا	3
أحرز	4
أحرزت	24
أحرزته	13
أحرزه	4
أحرف	1
أحرف.	2
أحرف،	4
أحرقت	1
أحزاب	7
أحزابًا	1
أحززه	3
أحسبها	6
أحسن	47
أحسنه	3
أحشاء	1
أحشائها	3
أحصت	3
أحضان	20
أحضانه	3
أحظى	4
أحفاد	4
أحفادنا،	3
أحقاب	2
أحقابا	3
أحقية	4
أحقّ	3
أحكام	787
أحكام،	3
أحكاما	38
أحكاماً	30
أحكامه	51
أحكامه.	13
أحكامه.,"الرقابة	1
أحكامه.,"يتناول	1
أحكامه.,تهدف	1
أحكامه.لذا	3
أحكامه،	16
أحكامها	34
أحكامها.	4
أحكامها،	2
أحكامهم	2
أحكامهما	7
أحكامًا	7
أحكم	1
أحكمت	5
أحلام	60
أحلام،	1
أحلامها	3
أحلك	1
أحلل	3
أحماله	2
أحمد	411
أحمد.	5
أحمد،	9
أحمدو	19
أحمدو،	1
أحمر""	1
أحناف	1
أحني	3
أحوال	40
أحوالها	3
أحوالها،	2
أحوالهم	2
أحوج	2
أحياء	2
أحياء،	1
أحيان	17
أحيانا	64
أحيانا،	14
أحيانا؛	3
أحياناً	43
أحياناً.	3
أحياناً.,استكشفت	1
أحياناً.,يُعنى	1
أحياناً..,"يتناول	1
أحياناً..,يتناول	2
أحياناً،	6
أحيانـا	3
أحيانًا	41
أحيانًا.	1
أحيانًا.,يبحث	1
أحيانًا.,يُقدم	1
أحيانًا،	1
أحيزة	3
أحيى	3
أحُسن	3
أخالقيـة،	3
أخاه	3
أخبار	62
أخبارك""	3
أخباره	1
أخباره،	1
أخبارها	3
أخبارهم	3
أخبارٍ	1
أخبث	1
أخبرت	3
أخبرني	15
أختيروا	3
أخد	3
أخذ	91
أخذاً	2
أخذت	93
أخذته	5
أخذنا	4
أخذه	9
أخذها	8
أخذوا	11
أخر	30
أخر.	3
أخرا	3
أخرج	3
أخرجت	5
أخرجنا	3
أخرجها	6
أخرجوهم	1
أخرها	3
أخرى	1150
أخرى""،	3
أخرى(1).	3
أخرى,على	3
أخرى-	3
أخرى.	257
أخرى.","الشعر،	1
أخرى.","تتناول	2
أخرى.","في	1
أخرى.","يتناول	2
أخرى.",تتناول	1
أخرى.",تدرس	3
أخرى.",ترتكز	1
أخرى.",تقييم	1
أخرى.",تهدف	1
أخرى.",يحلل	1
أخرى.,"تتناول	2
أخرى.,"تهدف	6
أخرى.,"هذا	1
أخرى.,"يتناول	1
أخرى.,content	4
أخرى.,title	4
أخرى.,استخدام	1
أخرى.,تتناول	1
أخرى.,تدرس	2
أخرى.,تستكشف	1
أخرى.,تعتبر	1
أخرى.,تهدف	14
أخرى.,رؤية	1
أخرى.,في	3
أخرى.,مسؤولية	1
أخرى.,هدفت	2
أخرى.,يتناول	2
أخرى.,يشهد	1
أخرى.,يعد	1
أخرى.,يهدف	1
أخرى.,يُبرز	1
أخرى..	1
أخرى..","في	1
أخرى..","يتناول	1
أخرى..",يهدف	1
أخرى..,"تهدف	1
أخرى..,"حوادث	1
أخرى..,"في	1
أخرى..,"ملخص:	1
أخرى..,"يتناول	2
أخرى..,تهدف	2
أخرى..,في	1
أخرى...)	3
أخرى.الكلمات	3
أخرى.بناء	3
أخرى.هذه	3
أخرى.و	3
أخرى.وفي	3
أخرى.ولأن	3
أخرى.然而،	1
أخرى:	2
أخرى،	416
أخرى،(1)	3
أخرى؛	6
أخرى؟	1
أخرى؟.,"تتناول	1
أخرى؟.,"تهدف	1
أخرى؟.,تهدف	1
أخري	3
أخري.	3
أخريات	1
أخرّت	1
أخص	8
أخص؛	2
أخصائي	2
أخصائيي	4
أخصائيين	2
أخصائيين،	1
أخصّ	6
أخضر.","تهدف	1
أخضر،	3
أخضرًا	1
أخضع	6
أخضعت	4
أخضعها	9
أخطأ	11
أخطاء	85
أخطاء.	3
أخطاء،	1
أخطاؤه،	1
أخطائه.	1
أخطائه،	3
أخطائها	2
أخطائهم	1
أخطائهم.	1
أخطار	18
أخطار،	3
أخطاراً	1
أخطارها	8
أخطارها،	1
أخطر	51
أخطرُ	3
أخـرى	3
أخفضه	3
أخفقت	2
أخل	5
أخلاق	31
أخلاقا	3
أخلاقنا	3
أخلاقه	11
أخلاقي	25
أخلاقي)	3
أخلاقي.	5
أخلاقي.,تدرس	1
أخلاقي،	1
أخلاقيا	9
أخلاقيا.وذلك	3
أخلاقيات	145
أخلاقيات،	1
أخلاقياته	1
أخلاقياً	8
أخلاقياً.	1
أخلاقياً،	1
أخلاقية	75
أخلاقية)	1
أخلاقية.	5
أخلاقية.,يسعى	1
أخلاقية،	14
أخلاقيًا	7
أخلاقيًا.	1
أخلاقيًا،	1
أخلاقيٍ	1
أخلاقيّة	1
أخلاقيُّـاتها	2
أخلت	1
أخلص	2
أخلصت	4
أخلَ	3
أخلّ	4
أخواتها.	4
أخواتها.","الملخص:	1
أخواتها.",تهدف	1
أخواتها.",يهدف	1
أخوه	6
أخير	6
أخيرا	6
أخيراً	1
أخيراً،	27
أخيرة	1
أخيرة،	3
أخيرًا	1
أخيرًا،	7
أخيلة	6
أخيه	4
أخيه.	1
أد/	1
أداء	1802
أداء.	1
أداء،	3
أداء؛	6
أداءات	6
أداءه	4
أداءها	15
أداءها.	3
أداءها.,content	1
أداءها،	3
أداءهم	2
أداءية	1
أداءً	15
أداؤها	3
أداؤها.,يتناول	1
أداؤهم	1
أدائه	47
أدائه.	13
أدائه،	2
أدائها	153
أدائها.	18
أدائها.","تهدف	1
أدائها.",تستكشف	1
أدائها.,"تعتبر	1
أدائها.,تتناول	1
أدائها.,تدرس	1
أدائها.,تسعى	1
أدائها.,تهدف	2
أدائها.,يسعى	1
أدائها.وقصد	3
أدائها،	17
أدائهم	94
أدائهم.	13
أدائهم.,title	1
أدائهم.,تبحث	1
أدائهم.,تتناول	1
أدائهم.,تستكشف	1
أدائهم.,تستهدف	1
أدائهم.,تهدف	3
أدائهم.,هدفت	1
أدائهم،	3
أدائهما	10
أدائهن	3
أدائياً	1
أدائية	10
أدائية""	1
أداة	1484
أداة.	1
أداة،	1
أداةً	27
أداةٍ	3
أداةُ	3
أداتنا	3
أداته	2
أداته،	1
أداتها	2
أداتي	23
أداتين	19
أداتين,	3
أداتين:	1
أداتيه	4
أدانت	4
أداه	5
أداهً	3
أدب	283
أدب.	2
أدب؛	3
أدبا،	3
أدباء	32
أدباً	1
أدباً،	1
أدبنا	3
أدبه	6
أدبه.	1
أدبه،	1
أدبها	2
أدبي	197
أدبي)	4
أدبي).	2
أدبي.	4
أدبي.",polishing	1
أدبي.,تهدف	1
أدبي.فمن	3
أدبي،	14
أدبيا	17
أدبيا.,"تهدف	1
أدبيا.,"يتناول	2
أدبيا،	1
أدبيات	26
أدبيان	5
أدبياً	36
أدبياً.	1
أدبياً،	1
أدبية	227
أدبية.	5
أدبية.,تُشكِّل	1
أدبية.وفي	3
أدبية،	15
أدبيةً	2
أدبيته	5
أدبيتهما	3
أدبيين	7
أدبيين:	1
أدبيًا	15
أدبيًا.	1
أدبيًا،	1
أدبيّ.	2
أدبی	3
أدت	593
أدتها	1
أدخل	30
أدخلت	21
أدخلته	1
أدخلتها	8
أدخله	5
أدخلها	32
أدرار	17
أدرار.	10
